mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,variance,stddv_h,stddv_s,stddv_v,kurtosis,skewness,Chl Value
172.5989775,175.7284751,167.8252467,63.11800243,55.16284527,71.51958786,4057.851423,56.40179145,70.52919468,55.62702601,0.891810998,-1.596688465,63.5
188.4598341,193.1332397,183.7549608,63.21525951,53.74951057,73.39021526,4105.092947,48.26463532,58.46280712,54.10888934,0.701855273,-1.568087219,58.9
141.2725369,145.3303115,136.4185592,54.80730841,47.69177833,63.10500033,3100.134388,44.23891758,84.04091207,47.88718351,0.472936452,-1.285471567,61.5
151.2832241,153.9226849,147.7524796,54.84169295,49.15689483,61.39824593,3070.974771,50.43250819,60.74830965,49.44272262,0.721696127,-1.528162149,57.4
156.5553155,161.8992603,151.4071182,61.62946698,52.26265147,69.59271978,3809.257165,41.05639655,77.07945688,52.40308617,0.420546065,-1.44244177,62.9
140.3862069,144.7781324,135.9666231,55.34743305,49.22372348,61.43422866,3099.766408,45.46218375,58.17251149,49.54048411,-0.797851209,-0.703149499,59.7
15.18327486,19.21852573,10.85578063,37.32668736,42.90341342,32.34966323,1438.489057,32.15409542,62.44376698,73.17600515,15.24603023,3.531612519,59.5
8.815371492,12.43808471,5.915541298,28.81428517,33.61392814,26.71236801,898.3562263,29.49222914,67.91209077,75.38348471,40.93414351,5.839830468,61.7
137.7811475,142.4518659,133.9635485,52.08180873,45.23396573,58.91800314,2755.368206,47.3170045,61.20603254,45.66576559,-0.442505444,-0.865145098,61.7
169.3748686,174.3631733,159.347707,48.81225402,36.72782099,68.96442698,2868.20832,54.69086053,90.08748573,37.09607811,3.020666013,-2.029121005,36.7
156.948498,161.5856458,147.3910454,44.98940135,33.88756258,63.43131535,2433.57438,53.95003357,89.46370455,34.23300627,3.043308584,-1.958784116,36.7
160.7094562,165.5072598,151.4368637,46.42377722,35.13699406,65.05827303,2574.893215,54.56817891,89.37699733,35.46696982,2.978184718,-1.970992844,39
167.6757132,172.4055042,159.7724962,52.71634102,41.71656212,68.10467497,3079.668601,55.47343607,85.33273437,42.11978372,2.126289227,-1.850536916,35.2
160.0639381,165.2128357,150.7032488,46.41284203,34.96526732,65.44600127,2589.373832,53.26312766,90.15445062,35.27345855,2.930283089,-1.960149997,35.4
160.94307,166.165239,152.49312,59.20441684,48.4941679,74.21890003,3820.164087,57.37843948,89.6232108,48.99955644,0.591476483,-1.456129946,36.6
175.3794997,181.4992736,166.354579,61.28063965,49.24453843,77.53383733,4102.641608,57.38901688,83.58873064,49.72321853,0.689192464,-1.492491548,35.9
152.4223289,157.893256,145.19846,60.28670658,49.66430995,73.52258813,3862.564231,52.85393833,97.68557324,50.01525151,0.526940449,-1.456708892,38.3
152.4594683,157.6053386,144.9193625,58.93940751,49.0987608,71.99525642,3716.427135,51.64494399,92.00298474,49.45488517,0.423100357,-1.397784986,39.6
150.2068902,155.6413558,142.6837113,59.38692761,48.83709752,72.59311149,3755.435499,52.46707121,97.05389947,49.25498156,0.462131252,-1.417808913,36.5
173.275788,175.0518704,171.4108334,53.90175207,48.91989162,57.38735293,2866.16428,52.90699301,41.35859825,49.2081624,2.197444408,-1.911452654,71.6
197.05153,198.4166795,194.212847,59.87889797,53.74459098,63.86113492,3520.468674,52.67585098,42.48575283,54.19846052,2.817662906,-2.13414346,73.7
194.2858479,196.5343824,191.9686741,61.24403533,54.89223293,65.43623753,3685.437971,51.94177374,48.28600429,55.10958982,2.797197985,-2.130563835,68.9
161.0528928,162.4673395,159.1218802,54.31883614,49.95003141,56.9279337,2897.323918,51.42523558,46.7109026,50.26649879,2.135772595,-1.928097533,70.4
165.6663318,167.3688975,164.3432457,54.84700807,50.89842345,57.15433778,2956.687805,45.37045565,41.99642882,51.07364852,2.410407825,-2.001321408,72.4
163.4948497,172.2769291,150.5194054,59.87089288,46.90292582,78.76038026,4075.7438,44.58974038,88.46151759,47.1593976,-0.027002227,-1.210689739,34.6
154.3296952,162.8800482,141.80879,59.00387654,47.08946446,76.89268475,3945.328861,41.49661739,92.10221961,47.28432724,-0.169561477,-1.127585351,36.5
157.0111846,165.7295327,145.6487528,60.34971244,47.61251463,78.31252744,4081.558451,40.68095485,91.82966814,47.81795817,-0.13531309,-1.191957407,36.7
155.3069488,163.9564575,143.2058664,60.18121447,47.85673431,78.1066052,4076.655481,41.23328679,92.5957844,48.06356353,-0.227224286,-1.118548081,36.8
150.0489776,157.8364317,139.0619435,59.94867859,48.0797021,76.65043301,3986.245874,44.72172553,94.83416295,48.35971082,-0.222326554,-1.161987006,34.4
143.8582217,150.0077949,135.0824445,50.8259788,41.99066844,64.5795966,2876.517729,41.8527481,80.01256894,42.19375321,0.00641538,-1.095845861,33.8
164.9665686,171.1040897,150.0218184,50.34042476,38.39598876,75.12785653,3295.921369,54.57903494,92.45790211,38.95477144,1.139856501,-1.531238918,33.1
146.0311925,152.1783091,136.1348483,48.67159727,38.91809427,63.77916861,2694.121297,43.36583857,82.46028754,39.13508036,0.597273143,-1.367904227,33
140.1290853,146.1066807,129.3120253,51.32672517,41.46750115,68.77220553,3076.17875,44.22621932,101.2925382,41.63580787,0.601922358,-1.378523622,36.5
147.5375936,152.6881955,135.3783992,50.95339765,41.61654881,70.47132737,3150.798367,50.78169266,98.46330274,41.92158149,0.777386456,-1.439643595,32.6
180.888131,185.7777932,174.0255315,53.34908737,43.1449959,67.33824425,3103.920503,49.77601392,68.99245226,43.43063772,1.836256589,-1.774682731,48
161.3533936,165.588107,152.9479427,50.90104516,41.60777065,65.46841995,2897.00768,49.94417791,80.05308234,41.98809619,1.54705409,-1.638686593,49.3
155.9673107,159.7358063,149.7768463,47.96370796,39.5302463,58.413307,2441.946729,50.86840402,68.23308684,39.91477092,1.591506705,-1.679927825,46.8
12.56934432,16.75893887,7.064610566,34.70358173,41.67575401,27.9479212,1256.523874,30.32451367,72.14115522,63.36070529,18.6262995,3.949277776,42
141.613613,144.9812474,135.3947421,47.93224762,41.12912782,57.64163297,2452.989612,54.24157825,73.37953803,41.59438134,0.530677815,-1.236048067,49.4
147.1440054,150.9247164,141.8272069,53.08212215,45.06677423,63.23584366,2963.091118,50.95554349,82.75488195,45.39050155,1.035182366,-1.586625073,43.4
159.6728879,163.8695726,154.3695636,49.23908413,41.15256834,58.89289037,2543.907672,51.79466025,60.13515606,41.53414729,0.916787448,-1.444754479,47.4
152.9868495,156.9394778,148.3691576,50.42105239,42.74708548,59.30685333,2641.232535,51.64717576,64.04791051,43.11763161,0.964732043,-1.517654975,49.1
179.0678475,183.8140627,173.7802416,60.18285283,50.20046851,72.15763577,3799.724949,47.90667748,71.8606922,50.59663726,1.177942667,-1.668317602,50.7
170.8349034,175.1357138,165.0850408,57.68737133,47.8529673,69.5079141,3499.982462,55.64433172,75.62181657,48.25658835,1.410159105,-1.734964326,49.2
196.3091774,200.4874801,186.1893444,41.84387443,31.18974832,65.80061711,2387.177804,51.87565323,75.7645206,31.39242156,6.721734139,-2.72818105,27.4
192.4760858,196.4887963,183.4941336,40.05105682,29.90878683,62.28901078,2155.696578,52.28702024,69.9151509,30.22510835,5.933393424,-2.569300269,28.1
183.6409811,187.1209781,173.5146089,39.85308735,31.02509002,62.07175674,2167.885598,57.21225902,73.22748807,31.40550727,5.21291596,-2.389868282,29.7
178.3825757,181.7337098,170.575756,42.04932495,32.96726688,60.24946367,2183.51437,58.08072255,72.9725018,33.29999927,5.044440058,-2.432132527,28.8
133.3151186,136.7508913,125.7375766,36.70244875,32.29546549,48.87721374,1614.184817,49.88195571,70.44221713,32.58601349,1.288885645,-1.323312473,29.2
144.9712374,151.7303318,132.6563925,51.62888104,41.19359201,69.89569357,3144.971112,51.70780801,92.93668984,41.72292126,0.168740963,-1.150832347,31.1
164.4579097,171.9455918,151.5000598,52.47160726,39.95938713,72.18684095,3258.319735,55.07560001,83.50124563,40.47394398,0.652673341,-1.39506872,30
21.31326493,28.54829072,9.925837819,44.85534321,54.86643311,33.32304151,2103.008003,34.88909903,87.2364566,64.11423261,7.941892916,2.736713727,29
178.7087143,186.2500399,164.5112361,51.72990115,37.85459789,74.64919464,3308.375791,55.24893637,81.29844179,38.44976838,1.185538429,-1.570925196,28.6
156.6706496,163.6078219,141.5248916,50.88754939,39.33445526,72.39117405,3210.760728,52.30368992,89.29745282,40.114802,0.370420191,-1.178251065,33.5
160.538736,166.3576926,149.7815611,53.05311054,42.81956563,71.13636988,3283.32642,54.45285711,85.5541317,43.3196205,0.737253653,-1.399180273,35.2
167.6438266,173.6980113,156.9258993,55.87511149,44.48245164,73.64334699,3556.112032,56.71025472,83.91617117,45.12054973,0.703418667,-1.410068492,33.2
151.0554037,156.3713786,141.077329,52.42290299,42.92332833,69.02659922,3158.606926,57.57231691,88.20693013,43.52635744,0.511584786,-1.304038119,32.5
18.36177592,26.07184737,6.700307574,41.32695257,53.14819527,30.13694271,1877.037839,33.3657921,90.26036189,59.99052927,10.29165433,3.072938063,34.6
166.69405,174.0947358,154.5272475,55.26219658,43.12420598,75.02577583,3579.234609,53.86089186,90.3344773,43.61390995,0.941760659,-1.438786322,32.6
175.6052958,177.8329076,170.1890325,34.33512283,26.93144928,50.50169384,1495.177899,58.63612793,65.48634625,27.13988405,9.144480818,-3.014085224,26.3
169.3891745,170.9705617,163.661819,33.87338539,26.93034697,49.39320973,1447.304232,60.24283081,65.94931666,27.27381619,8.543376973,-2.91204242,23.9
166.4417727,167.8590768,160.4601665,33.49479478,27.01480176,48.28463871,1404.650402,58.35431462,65.11695305,27.34575271,8.147988317,-2.826129391,20.8
170.7813418,172.3697464,164.8241979,32.63879739,25.50337577,49.0528027,1384.513119,59.07972062,65.33948742,25.81683649,9.441239963,-3.026415282,21.7
171.6899122,173.6418706,166.1420652,34.9252699,27.79491905,50.31610156,1518.106896,56.25828908,66.42183217,27.98526008,8.399189272,-2.885023368,23.5
160.3235888,166.1448113,150.9527818,51.27677304,41.07402755,68.34393964,3034.925361,56.81885769,79.55657118,41.61695372,0.71940923,-1.413547471,30.8
174.2916178,181.268098,160.9928948,54.77953691,41.80351497,78.2469098,3694.371382,53.68819412,92.40514831,42.14195572,1.396656963,-1.642873154,31.4
174.7655905,181.5682961,162.7833523,55.93299205,43.3716035,77.47615647,3731.019576,51.9963347,90.11361594,43.71158488,1.337873783,-1.661178334,34.2
155.7029466,162.0650388,144.5962891,51.84335395,40.76765359,71.14804311,3189.369797,58.6528572,91.20830562,41.24159608,0.782678225,-1.409846907,35.5
167.4858107,173.3244555,157.511398,55.09239956,44.51157259,73.54176453,3517.573623,53.76392066,84.24744584,44.96744761,0.881835705,-1.520152983,31.4
178.1877715,183.9926072,170.9670166,53.2687652,41.84029468,69.09936008,3149.353437,52.79357532,75.88875899,42.2761799,2.049073511,-1.83269335,41.3
167.4763267,172.9673123,159.7308211,54.02748678,43.22733442,69.0569809,3214.962624,53.87602552,80.58518354,43.62236056,1.341050806,-1.616285757,37.4
15.25546665,21.01948369,7.378408144,37.44758988,47.63364623,27.03119552,1498.585133,31.04042829,72.23229721,57.18601601,13.54615458,3.409395632,40.2
177.9175232,183.8070039,169.4938308,54.48572546,42.56558321,71.28752177,3321.979249,55.75139436,79.68394376,42.95526571,1.805354013,-1.760488312,41
179.4190211,184.4972388,172.2409503,55.9722041,45.24212223,71.57386519,3459.466212,53.7618539,75.72375558,45.71854481,1.64489638,-1.772954914,40.9
194.5384376,198.5876665,189.891354,57.5288844,47.2256752,68.42149356,3419.736739,54.53230508,63.89586707,47.53388024,2.62868032,-2.057764754,50.6
192.9045855,197.3727458,187.4312927,56.78902924,45.90834159,69.77544855,3416.922506,50.81418781,68.34564046,46.18831352,2.587495177,-2.04092236,52.8
193.9918131,198.1585143,189.499068,57.63396061,47.31220942,68.56955227,3433.137599,51.90389631,64.3247914,47.60869239,2.608650909,-2.053485093,48.9
199.2372178,204.2443443,193.5108462,52.87268062,40.82673045,65.63431173,2942.631787,54.67818149,58.99605675,41.07958897,2.891149642,-2.104380532,47.7
193.6483028,197.7500587,188.7472198,58.0211217,47.79465065,69.10436357,3488.941433,52.79289443,65.39558519,48.04086477,2.52918325,-2.039134235,51.5
186.7802905,194.5079321,177.6622335,58.78736652,45.21747509,76.21154029,3816.994793,38.42634342,76.15294293,45.48435882,1.14119336,-1.616854191,35.4
179.7672935,186.7335102,170.2860649,58.87646155,45.12543715,77.33308842,3873.15427,60.19851024,85.01954719,45.69197211,1.287038116,-1.639498534,34.4
193.2033809,201.6998248,182.6496748,55.89645244,39.00207752,77.48284831,3610.442242,53.56550625,79.7683984,39.42778806,1.971597287,-1.846526894,33.8
188.0972761,196.2558118,177.7937283,58.29356959,42.94070527,79.70399445,3921.987422,46.49375333,85.03177072,43.35763004,1.655290476,-1.7521115,34.3
170.924807,177.3225541,163.0378647,56.04434275,44.34643557,71.93398298,3461.489468,50.37105309,79.56939669,44.80766608,1.054377781,-1.56867497,34.8
197.440733,203.1368636,189.6307692,49.18846635,36.14449227,69.31782398,2874.280758,43.92872254,75.40751701,36.46598141,4.761189984,-2.445655436,32
199.8776521,206.1521518,191.296975,47.32519646,32.59045459,68.2888406,2692.134083,50.38625221,73.09540981,32.85101316,4.961904989,-2.453309861,29.2
197.4126557,203.5432936,188.8957612,48.25176217,34.69068722,69.90865116,2842.373326,41.1707861,76.41211674,35.03559037,4.736318441,-2.413426076,29.9
184.5370496,189.3246548,177.8540075,50.11370769,38.75562158,67.2468933,2867.304405,51.30779699,78.72855645,39.07524182,4.159210958,-2.342732743,28.6
197.7396746,203.7961049,188.9548321,48.03905568,34.31490565,69.71591461,2818.981588,47.7756391,76.26967095,34.62141462,4.803421222,-2.423019158,30.8
169.7480245,177.2992058,157.708946,46.90884,34.24371548,71.50861686,2893.933205,41.55416576,87.93996285,34.67078141,2.218159497,-1.786151049,33.2
193.1808309,201.6513191,178.7498291,48.18496675,32.35398614,78.35468704,3258.72961,41.78704479,86.96342417,32.75534227,3.233214194,-2.074576502,59.8
169.5964437,177.3832671,157.3174617,45.52563717,33.43204674,70.02447416,2766.131298,41.10543502,85.52586881,33.86414591,2.16189477,-1.713051361,31.5
185.7926865,193.9270798,173.5887396,49.45691727,34.7103241,75.1998988,3171.800765,40.92483264,84.51336481,35.09924144,2.627628929,-1.943395669,29.8
178.8357338,186.2832121,166.4302483,50.81835174,36.93087534,76.47341987,3331.915144,44.46553257,91.04618634,37.30307402,2.406298127,-1.889901591,38.4
13.60425477,18.50162197,6.320621876,36.07794895,44.32394691,27.61230865,1367.935895,31.06967479,77.27992266,61.43915145,17.71408266,3.887430035,33
16.72544614,23.65169246,6.134944092,40.75560157,53.88064127,26.3755816,1805.156633,30.83874272,79.29313887,48.47192648,10.46020509,3.163344085,31.5
192.3489348,198.8617044,182.5971894,50.95361356,37.22922539,72.75676949,3136.616394,52.3665647,77.72798754,37.62815768,2.962104847,-2.061376829,30
16.89656622,23.70171729,7.230187908,41.48629508,54.11962364,28.17899426,1860.374046,30.9653419,76.47246728,49.69652488,10.48693972,3.165135301,31.4
13.98473744,18.97493752,6.513820806,36.8395399,45.37917077,27.96651287,1425.737352,31.12486091,77.0153502,60.28911186,16.53766901,3.778691152,33
183.304887,188.3960058,176.1167858,49.39434265,37.84110687,67.07208672,2815.512594,47.20364567,78.31390014,38.09126673,3.825337061,-2.249961659,32.6
199.2723805,204.5401183,189.5434338,46.95576426,33.467083,70.02050597,2781.176012,56.37969438,77.38280298,33.73709368,5.271080583,-2.524465796,33.4
198.0233985,204.0796437,188.5207799,46.63027138,33.12001696,70.04734749,2766.989109,40.61446544,77.78098409,33.25755328,5.248534445,-2.513065066,33
200.57851,206.7906143,191.76695,46.47481757,32.32306607,67.47689753,2623.934136,43.0763688,71.71652406,32.43412669,4.958051758,-2.465172699,34.2
191.8387854,196.9692715,182.8445925,48.66348057,35.71392828,69.02584023,2836.808983,57.1157143,78.06693506,36.0251279,4.371207889,-2.345787409,37
146.2271388,153.2070905,136.7806637,57.00682372,46.00437815,70.98141176,3513.48976,53.22448174,87.8137243,46.44268841,-0.227502278,-1.052598861,39.1
180.5864176,188.6405488,168.6319784,62.77869254,48.97263133,83.04889619,4479.769621,48.33627926,86.74574696,49.2113277,0.486744853,-1.447736575,39.2
179.4808496,187.4684756,168.4399273,64.18513323,50.26941963,82.70522095,4556.498682,50.15410253,84.74264792,50.53688952,0.271226408,-1.383429639,41.6
145.0714758,152.0414041,135.7915263,56.67541153,46.18371434,70.27349415,3472.106785,52.64539747,86.85256162,46.64023934,-0.273184818,-1.009893748,40.9
144.7932151,152.7938674,134.5835404,57.57912042,45.9184942,73.3220985,3655.538216,51.61835434,95.79058168,46.35809187,-0.174607237,-1.048746957,39.9
181.4131258,186.6293483,173.2116728,49.58345094,38.27387122,68.08634932,2883.553688,52.64946244,76.62948624,38.61203066,2.868634778,-2.035868898,28.4
189.9517798,196.4568268,178.9877316,48.98482391,34.59606713,74.03925133,3078.036666,54.131892,84.90770736,34.97130265,3.775425426,-2.221052571,30
172.2177641,177.6203233,162.6149986,49.45438675,37.55743701,69.57220206,2937.369639,58.71843108,86.92127733,37.97514493,2.778168956,-1.983968785,28.6
187.5856914,192.5664028,178.8034646,50.64109947,38.5860606,69.73197535,3004.357079,60.16144327,76.09938863,39.01444704,3.012509177,-2.085663448,31.8
187.5540924,193.5411601,177.4084213,50.85394863,37.0914984,73.49732443,3165.591668,57.13174067,85.14417782,37.47165362,3.470953925,-2.173349675,29.8
194.1739764,198.2711515,187.7956241,44.47279986,32.69700031,62.42840983,2333.321914,55.3302172,71.33178674,32.99129244,6.537394496,-2.74319994,38.9
202.8880766,206.273079,197.079803,44.06626875,33.00672215,60.34962973,2238.864809,62.40664763,61.06415138,33.41894419,6.211681409,-2.703457977,40.2
194.735288,199.1969408,188.9491163,44.87952879,33.14689046,62.60390666,2361.646309,43.76710989,71.09010965,33.39283867,6.502648339,-2.734847252,40.1
202.361986,206.3182951,196.495344,43.26807751,32.32705383,60.07773008,2191.784002,42.03150703,61.9671202,32.48705803,6.536512268,-2.753289861,36.5
179.3507099,183.7626722,174.731567,44.4701198,34.51105044,57.7479719,2181.406667,38.42521654,66.40514249,34.6743256,4.795481207,-2.393879305,42.3
177.7391571,182.9737028,161.9371948,40.9251517,29.81558195,73.09270923,2715.420054,56.79767168,92.38087609,30.17486154,4.152678982,-2.236374176,23.3
177.1583801,183.8012251,160.9017774,40.97330557,28.86799626,73.01334751,2706.906101,47.28782375,92.13425093,28.99521252,4.024026767,-2.177367557,23.2
177.645799,183.5879762,161.6140848,40.15138163,29.35776977,72.43425027,2659.708372,43.30968569,91.58833409,29.49484848,4.212812032,-2.229802556,22.7
178.1722615,184.2315092,162.0436565,40.92049053,29.21182233,73.48172992,2730.143601,46.32567742,92.99860943,29.35700325,4.234451907,-2.254082597,22.4
165.7772387,172.3111663,150.6311797,40.94012809,30.07850597,69.84852761,2568.999932,43.92748224,92.86372847,30.20202986,3.294766975,-2.00072181,22.3
173.8026438,182.6029276,158.9791531,53.97181832,40.84417586,79.15375283,3710.536109,37.77250203,90.92356462,41.02415974,1.015512244,-1.561892101,28.3
166.8260081,175.3450603,151.8944617,51.56996677,39.16897534,75.83265372,3408.693369,41.86178703,91.22479249,39.40566536,0.958951632,-1.479054819,27.4
166.9408006,175.6262147,150.0362412,53.85455445,41.08929618,81.44964029,3853.789877,39.2621986,103.0718394,41.2438997,1.228979705,-1.604154647,28.4
20.96141708,29.75349625,6.350097719,44.10828742,56.70254918,29.91855596,2111.781184,35.08497587,100.4212975,62.7572285,7.95268599,2.777208154,26.2
166.4188905,173.7278608,150.765988,53.773466,42.61779302,78.08091229,3693.239375,43.03927095,95.50744736,42.78897797,0.896867049,-1.509961877,27
189.7602861,199.1768035,173.9676782,52.89872629,36.2254821,81.82603792,3710.195678,44.21468985,91.53609233,36.3854909,2.287616412,-1.888629281,29.3
164.5083013,172.1786948,152.3334069,50.71379934,39.48505362,70.3462427,3093.284082,43.7993748,82.76932254,39.67394544,0.803123517,-1.373085538,29.1
176.1232261,184.1439288,163.0477457,55.44342649,40.96220288,78.9842993,3739.059358,46.85006394,94.51648581,41.17831411,1.661497673,-1.749742638,32.5
175.2841768,183.8169135,160.4044534,54.17896208,39.5104673,80.32074554,3742.881602,45.18644169,97.00361539,39.75577293,1.659506735,-1.712333851,28.4
176.052407,184.5846541,162.4995984,55.78820616,41.09094922,80.00158193,3816.373006,42.20307228,95.65340556,41.21608361,1.566950337,-1.720257985,31.4
175.0710733,180.8778829,166.1162282,49.12598116,37.22728442,68.09429803,2848.890356,43.84717018,84.87495706,37.34346949,3.338466629,-2.102139182,30.3
198.8072627,204.0941886,189.3164388,47.5454071,35.62331556,68.71174505,2787.675553,45.62738068,72.59465016,35.78551563,4.340705311,-2.358425587,28.2
197.6806305,203.5957399,187.827248,50.68836906,37.03805353,72.43830074,3105.114416,50.07070416,80.0061169,37.21567811,4.36620577,-2.379135731,30.1
183.1628274,189.3758491,173.1486282,48.47653697,35.80559515,69.88600189,2883.37935,44.31550121,83.28449086,35.93908317,3.721106119,-2.173261336,30.3
191.0651204,195.9069349,182.9012607,50.29669454,39.01047082,68.35319065,2936.715366,50.84500835,74.90302643,39.21810035,3.789344081,-2.259464796,33.1
